dataset,neuron,tpm_min,pct_max,N,K,n,k,bg_frac,obs_frac,enrichment,p_hypergeom,q_bh,sig_bh
Taylor L4,ADE,1,0.01,13713,5070,25,10,0.369722,0.4,1.0819,0.450569,1.0,False
Taylor L4,ADE,1,0.05,13713,4161,25,6,0.303435,0.24,0.7909,0.816676,1.0,False
Taylor L4,ADE,1,0.1,13713,2872,25,4,0.209436,0.16,0.764,0.799629,1.0,False
Taylor L4,ADE,1,0.2,13713,1348,25,1,0.098301,0.04,0.4069,0.924923,1.0,False
Taylor L4,ADE,1,0.33,13713,580,25,0,0.042296,0.0,0.0,1.0,1.0,False
Taylor L4,ADE,1,0.5,13713,208,25,0,0.015168,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,1,0.01,13713,6929,25,11,0.505287,0.44,0.8708,0.803161,1.0,False
Taylor L4,ADF,1,0.05,13713,4665,25,5,0.340188,0.2,0.5879,0.960288,1.0,False
Taylor L4,ADF,1,0.1,13713,2675,25,2,0.19507,0.08,0.4101,0.969013,1.0,False
Taylor L4,ADF,1,0.2,13713,1076,25,0,0.078466,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,1,0.33,13713,533,25,0,0.038868,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,1,0.5,13713,288,25,0,0.021002,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,1,0.01,13713,5511,25,9,0.401881,0.36,0.8958,0.733026,1.0,False
Taylor L4,AVM,1,0.05,13713,3790,25,6,0.27638,0.24,0.8684,0.728594,1.0,False
Taylor L4,AVM,1,0.1,13713,2411,25,3,0.175819,0.12,0.6825,0.841287,1.0,False
Taylor L4,AVM,1,0.2,13713,1062,25,1,0.077445,0.04,0.5165,0.866951,1.0,False
Taylor L4,AVM,1,0.33,13713,471,25,0,0.034347,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,1,0.5,13713,210,25,0,0.015314,0.0,0.0,1.0,1.0,False
Taylor L4,CAN,1,0.01,13713,6645,25,18,0.484577,0.72,1.4858,0.014749,0.389817,False
Taylor L4,CAN,1,0.05,13713,5257,25,15,0.383359,0.6,1.5651,0.022933,0.389817,False
Taylor L4,CAN,1,0.1,13713,3845,25,11,0.280391,0.44,1.5692,0.06403,0.896418,False
Taylor L4,CAN,1,0.2,13713,2238,25,9,0.163203,0.36,2.2058,0.013677,0.389817,False
Taylor L4,CAN,1,0.33,13713,1263,25,6,0.092102,0.24,2.6058,0.023203,0.389817,False
Taylor L4,CAN,1,0.5,13713,721,25,5,0.052578,0.2,3.8039,0.00875,0.389817,False
Taylor L4,CEP,1,0.01,13713,6274,25,14,0.457522,0.56,1.224,0.203441,1.0,False
Taylor L4,CEP,1,0.05,13713,5107,25,13,0.37242,0.52,1.3963,0.094824,0.995648,False
Taylor L4,CEP,1,0.1,13713,3575,25,9,0.260702,0.36,1.3809,0.18102,1.0,False
Taylor L4,CEP,1,0.2,13713,1727,25,6,0.125939,0.24,1.9057,0.08536,0.995648,False
Taylor L4,CEP,1,0.33,13713,732,25,0,0.05338,0.0,0.0,1.0,1.0,False
Taylor L4,CEP,1,0.5,13713,242,25,0,0.017647,0.0,0.0,1.0,1.0,False
Taylor L4,HSN,1,0.01,13713,6666,25,13,0.486108,0.52,1.0697,0.444146,1.0,False
Taylor L4,HSN,1,0.05,13713,5285,25,11,0.385401,0.44,1.1417,0.356217,1.0,False
Taylor L4,HSN,1,0.1,13713,3968,25,5,0.28936,0.2,0.6912,0.889946,1.0,False
Taylor L4,HSN,1,0.2,13713,2261,25,3,0.16488,0.12,0.7278,0.805285,1.0,False
Taylor L4,HSN,1,0.33,13713,1121,25,1,0.081747,0.04,0.4893,0.881639,1.0,False
Taylor L4,HSN,1,0.5,13713,457,25,0,0.033326,0.0,0.0,1.0,1.0,False
Taylor L4,NSM,1,0.01,13713,7085,25,14,0.516663,0.56,1.0839,0.408736,1.0,False
Taylor L4,NSM,1,0.05,13713,6055,25,12,0.441552,0.48,1.0871,0.423488,1.0,False
Taylor L4,NSM,1,0.1,13713,4719,25,10,0.344126,0.4,1.1624,0.346142,1.0,False
Taylor L4,NSM,1,0.2,13713,2830,25,5,0.206374,0.2,0.9691,0.610204,1.0,False
Taylor L4,NSM,1,0.33,13713,1537,25,4,0.112083,0.16,1.4275,0.305481,1.0,False
Taylor L4,NSM,1,0.5,13713,738,25,2,0.053818,0.08,1.4865,0.392605,1.0,False
Taylor L4,PDE,1,0.01,13713,6104,25,8,0.445125,0.32,0.7189,0.93002,1.0,False
Taylor L4,PDE,1,0.05,13713,4586,25,5,0.334427,0.2,0.598,0.955009,1.0,False
Taylor L4,PDE,1,0.1,13713,3300,25,2,0.240648,0.08,0.3324,0.990891,1.0,False
Taylor L4,PDE,1,0.2,13713,1848,25,1,0.134763,0.04,0.2968,0.973276,1.0,False
Taylor L4,PDE,1,0.33,13713,1016,25,1,0.07409,0.04,0.5399,0.854302,1.0,False
Taylor L4,PDE,1,0.5,13713,493,25,0,0.035951,0.0,0.0,1.0,1.0,False
Taylor L4,RIC,1,0.01,13713,5860,25,8,0.427332,0.32,0.7488,0.902832,1.0,False
Taylor L4,RIC,1,0.05,13713,4399,25,6,0.32079,0.24,0.7482,0.861381,1.0,False
Taylor L4,RIC,1,0.1,13713,2818,25,4,0.205498,0.16,0.7786,0.78615,1.0,False
Taylor L4,RIC,1,0.2,13713,1194,25,1,0.087071,0.04,0.4594,0.897666,1.0,False
Taylor L4,RIC,1,0.33,13713,444,25,1,0.032378,0.04,1.2354,0.561141,1.0,False
Taylor L4,RIC,1,0.5,13713,189,25,1,0.013783,0.04,2.9022,0.293383,1.0,False
Taylor L4,RIH,1,0.01,13713,4838,25,6,0.352804,0.24,0.6803,0.921837,1.0,False
Taylor L4,RIH,1,0.05,13713,3645,25,5,0.265806,0.2,0.7524,0.834177,1.0,False
Taylor L4,RIH,1,0.1,13713,2538,25,4,0.18508,0.16,0.8645,0.70584,1.0,False
Taylor L4,RIH,1,0.2,13713,1431,25,4,0.104354,0.16,1.5332,0.260738,1.0,False
Taylor L4,RIH,1,0.33,13713,759,25,1,0.055349,0.04,0.7227,0.759437,1.0,False
Taylor L4,RIH,1,0.5,13713,387,25,0,0.028221,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,1,0.01,13713,5718,25,7,0.416977,0.28,0.6715,0.947488,1.0,False
Taylor L4,RIM,1,0.05,13713,4247,25,4,0.309706,0.16,0.5166,0.973585,1.0,False
Taylor L4,RIM,1,0.1,13713,2656,25,2,0.193685,0.08,0.413,0.967895,1.0,False
Taylor L4,RIM,1,0.2,13713,985,25,0,0.07183,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,1,0.33,13713,356,25,0,0.025961,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,1,0.5,13713,132,25,0,0.009626,0.0,0.0,1.0,1.0,False
Taylor L4,RIR,1,0.01,13713,5139,25,7,0.374754,0.28,0.7472,0.884126,1.0,False
Taylor L4,RIR,1,0.05,13713,4413,25,6,0.321811,0.24,0.7458,0.863734,1.0,False
Taylor L4,RIR,1,0.1,13713,3420,25,6,0.249398,0.24,0.9623,0.619236,1.0,False
Taylor L4,RIR,1,0.2,13713,2092,25,5,0.152556,0.2,1.311,0.331202,1.0,False
Taylor L4,RIR,1,0.33,13713,1209,25,1,0.088165,0.04,0.4537,0.90069,1.0,False
Taylor L4,RIR,1,0.5,13713,663,25,1,0.048348,0.04,0.8273,0.710621,1.0,False
Taylor L4,ASI,1,0.01,13713,6346,25,12,0.462773,0.48,1.0372,0.509048,1.0,False
Taylor L4,ASI,1,0.05,13713,4511,25,5,0.328958,0.2,0.608,0.949462,1.0,False
Taylor L4,ASI,1,0.1,13713,2919,25,3,0.212864,0.12,0.5637,0.925365,1.0,False
Taylor L4,ASI,1,0.2,13713,1383,25,1,0.100853,0.04,0.3966,0.930064,1.0,False
Taylor L4,ASI,1,0.33,13713,679,25,1,0.049515,0.04,0.8078,0.719369,1.0,False
Taylor L4,ASI,1,0.5,13713,363,25,1,0.026471,0.04,1.5111,0.488953,1.0,False
Taylor L4,VC_4_5,1,0.01,13713,4538,25,11,0.330927,0.44,1.3296,0.171006,1.0,False
Taylor L4,VC_4_5,1,0.05,13713,3801,25,10,0.277182,0.4,1.4431,0.126616,1.0,False
Taylor L4,VC_4_5,1,0.1,13713,2814,25,6,0.205207,0.24,1.1696,0.408878,1.0,False
Taylor L4,VC_4_5,1,0.2,13713,1522,25,1,0.11099,0.04,0.3604,0.94734,1.0,False
Taylor L4,VC_4_5,1,0.33,13713,795,25,0,0.057974,0.0,0.0,1.0,1.0,False
Taylor L4,VC_4_5,1,0.5,13713,388,25,0,0.028294,0.0,0.0,1.0,1.0,False
Taylor L4,ADE,10,0.01,13713,3933,25,6,0.286808,0.24,0.8368,0.765222,1.0,False
Taylor L4,ADE,10,0.05,13713,3568,25,5,0.260191,0.2,0.7687,0.818225,1.0,False
Taylor L4,ADE,10,0.1,13713,2667,25,4,0.194487,0.16,0.8227,0.745025,1.0,False
Taylor L4,ADE,10,0.2,13713,1313,25,1,0.095749,0.04,0.4178,0.919421,1.0,False
Taylor L4,ADE,10,0.33,13713,569,25,0,0.041493,0.0,0.0,1.0,1.0,False
Taylor L4,ADE,10,0.5,13713,206,25,0,0.015022,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,10,0.01,13713,4430,25,7,0.323051,0.28,0.8667,0.74509,1.0,False
Taylor L4,ADF,10,0.05,13713,3650,25,4,0.266171,0.16,0.6011,0.930664,1.0,False
Taylor L4,ADF,10,0.1,13713,2376,25,2,0.173266,0.08,0.4617,0.946535,1.0,False
Taylor L4,ADF,10,0.2,13713,1026,25,0,0.07482,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,10,0.33,13713,523,25,0,0.038139,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,10,0.5,13713,285,25,0,0.020783,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,10,0.01,13713,3665,25,4,0.267265,0.16,0.5987,0.932218,1.0,False
Taylor L4,AVM,10,0.05,13713,3150,25,3,0.229709,0.12,0.5224,0.948615,1.0,False
Taylor L4,AVM,10,0.1,13713,2217,25,2,0.161671,0.08,0.4948,0.929321,1.0,False
Taylor L4,AVM,10,0.2,13713,1025,25,1,0.074747,0.04,0.5351,0.856864,1.0,False
Taylor L4,AVM,10,0.33,13713,462,25,0,0.033691,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,10,0.5,13713,206,25,0,0.015022,0.0,0.0,1.0,1.0,False
Taylor L4,CAN,10,0.01,13713,4950,25,12,0.360971,0.48,1.3297,0.151175,1.0,False
Taylor L4,CAN,10,0.05,13713,4437,25,11,0.323562,0.44,1.3599,0.151218,1.0,False
Taylor L4,CAN,10,0.1,13713,3535,25,10,0.257785,0.4,1.5517,0.084925,1.0,False
Taylor L4,CAN,10,0.2,13713,2170,25,8,0.158244,0.32,2.0222,0.033903,0.949286,False
Taylor L4,CAN,10,0.33,13713,1245,25,6,0.09079,0.24,2.6435,0.021765,0.914127,False
Taylor L4,CAN,10,0.5,13713,712,25,5,0.051922,0.2,3.852,0.008308,0.697875,False
Taylor L4,CEP,10,0.01,13713,4693,25,11,0.34223,0.44,1.2857,0.204089,1.0,False
Taylor L4,CEP,10,0.05,13713,4282,25,10,0.312258,0.4,1.281,0.228603,1.0,False
Taylor L4,CEP,10,0.1,13713,3287,25,8,0.2397,0.32,1.335,0.233636,1.0,False
Taylor L4,CEP,10,0.2,13713,1674,25,5,0.122074,0.2,1.6384,0.182209,1.0,False
Taylor L4,CEP,10,0.33,13713,725,25,0,0.05287,0.0,0.0,1.0,1.0,False
Taylor L4,CEP,10,0.5,13713,241,25,0,0.017575,0.0,0.0,1.0,1.0,False
Taylor L4,HSN,10,0.01,13713,4990,25,11,0.363888,0.44,1.2092,0.275919,1.0,False
Taylor L4,HSN,10,0.05,13713,4519,25,10,0.329541,0.4,1.2138,0.289998,1.0,False
Taylor L4,HSN,10,0.1,13713,3703,25,4,0.270036,0.16,0.5925,0.936024,1.0,False
Taylor L4,HSN,10,0.2,13713,2206,25,2,0.160869,0.08,0.4973,0.927964,1.0,False
Taylor L4,HSN,10,0.33,13713,1110,25,1,0.080945,0.04,0.4942,0.879024,1.0,False
Taylor L4,HSN,10,0.5,13713,457,25,0,0.033326,0.0,0.0,1.0,1.0,False
Taylor L4,NSM,10,0.01,13713,5636,25,12,0.410997,0.48,1.1679,0.30631,1.0,False
Taylor L4,NSM,10,0.05,13713,5214,25,12,0.380223,0.48,1.2624,0.204086,1.0,False
Taylor L4,NSM,10,0.1,13713,4350,25,10,0.317217,0.4,1.261,0.245559,1.0,False
Taylor L4,NSM,10,0.2,13713,2746,25,5,0.200248,0.2,0.9988,0.580684,1.0,False
Taylor L4,NSM,10,0.33,13713,1508,25,4,0.109969,0.16,1.455,0.293101,1.0,False
Taylor L4,NSM,10,0.5,13713,735,25,2,0.053599,0.08,1.4926,0.390623,1.0,False
Taylor L4,PDE,10,0.01,13713,4417,25,5,0.322103,0.2,0.6209,0.94171,1.0,False
Taylor L4,PDE,10,0.05,13713,3921,25,3,0.285933,0.12,0.4197,0.987024,1.0,False
Taylor L4,PDE,10,0.1,13713,3054,25,2,0.222708,0.08,0.3592,0.985052,1.0,False
Taylor L4,PDE,10,0.2,13713,1793,25,1,0.130752,0.04,0.3059,0.969997,1.0,False
Taylor L4,PDE,10,0.33,13713,999,25,1,0.072851,0.04,0.5491,0.849341,1.0,False
Taylor L4,PDE,10,0.5,13713,491,25,0,0.035805,0.0,0.0,1.0,1.0,False
Taylor L4,RIC,10,0.01,13713,4131,25,6,0.301247,0.24,0.7967,0.810394,1.0,False
Taylor L4,RIC,10,0.05,13713,3631,25,5,0.264785,0.2,0.7553,0.831356,1.0,False
Taylor L4,RIC,10,0.1,13713,2577,25,4,0.187924,0.16,0.8514,0.71808,1.0,False
Taylor L4,RIC,10,0.2,13713,1172,25,1,0.085466,0.04,0.468,0.893069,1.0,False
Taylor L4,RIC,10,0.33,13713,439,25,1,0.032013,0.04,1.2495,0.556985,1.0,False
Taylor L4,RIC,10,0.5,13713,187,25,1,0.013637,0.04,2.9333,0.290763,1.0,False
Taylor L4,RIH,10,0.01,13713,3596,25,4,0.262233,0.16,0.6101,0.924821,1.0,False
Taylor L4,RIH,10,0.05,13713,3144,25,4,0.229271,0.16,0.6979,0.858111,1.0,False
Taylor L4,RIH,10,0.1,13713,2382,25,4,0.173704,0.16,0.9211,0.653541,1.0,False
Taylor L4,RIH,10,0.2,13713,1396,25,4,0.101801,0.16,1.5717,0.246326,1.0,False
Taylor L4,RIH,10,0.33,13713,750,25,1,0.054693,0.04,0.7314,0.75522,1.0,False
Taylor L4,RIH,10,0.5,13713,383,25,0,0.02793,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,10,0.01,13713,4028,25,4,0.293736,0.16,0.5447,0.961797,1.0,False
Taylor L4,RIM,10,0.05,13713,3483,25,4,0.253993,0.16,0.6299,0.911256,1.0,False
Taylor L4,RIM,10,0.1,13713,2426,25,2,0.176912,0.08,0.4522,0.951106,1.0,False
Taylor L4,RIM,10,0.2,13713,956,25,0,0.069715,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,10,0.33,13713,354,25,0,0.025815,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,10,0.5,13713,132,25,0,0.009626,0.0,0.0,1.0,1.0,False
Taylor L4,RIR,10,0.01,13713,4257,25,6,0.310435,0.24,0.7731,0.835794,1.0,False
Taylor L4,RIR,10,0.05,13713,3925,25,6,0.286225,0.24,0.8385,0.763261,1.0,False
Taylor L4,RIR,10,0.1,13713,3228,25,6,0.235397,0.24,1.0196,0.555477,1.0,False
Taylor L4,RIR,10,0.2,13713,2042,25,5,0.14891,0.2,1.3431,0.312139,1.0,False
Taylor L4,RIR,10,0.33,13713,1188,25,1,0.086633,0.04,0.4617,0.896431,1.0,False
Taylor L4,RIR,10,0.5,13713,653,25,1,0.047619,0.04,0.84,0.70502,1.0,False
Taylor L4,ASI,10,0.01,13713,4383,25,7,0.319624,0.28,0.876,0.733242,1.0,False
Taylor L4,ASI,10,0.05,13713,3722,25,4,0.271421,0.16,0.5895,0.937858,1.0,False
Taylor L4,ASI,10,0.1,13713,2666,25,3,0.194414,0.12,0.6172,0.890048,1.0,False
Taylor L4,ASI,10,0.2,13713,1325,25,1,0.096624,0.04,0.414,0.92135,1.0,False
Taylor L4,ASI,10,0.33,13713,664,25,1,0.048421,0.04,0.8261,0.711175,1.0,False
Taylor L4,ASI,10,0.5,13713,359,25,1,0.02618,0.04,1.5279,0.485107,1.0,False
Taylor L4,VC_4_5,10,0.01,13713,3801,25,10,0.277182,0.4,1.4431,0.126616,1.0,False
Taylor L4,VC_4_5,10,0.05,13713,3431,25,9,0.250201,0.36,1.4388,0.149797,1.0,False
Taylor L4,VC_4_5,10,0.1,13713,2666,25,6,0.194414,0.24,1.2345,0.355996,1.0,False
Taylor L4,VC_4_5,10,0.2,13713,1490,25,1,0.108656,0.04,0.3681,0.943769,1.0,False
Taylor L4,VC_4_5,10,0.33,13713,789,25,0,0.057537,0.0,0.0,1.0,1.0,False
Taylor L4,VC_4_5,10,0.5,13713,385,25,0,0.028076,0.0,0.0,1.0,1.0,False
Taylor L4,ADE,25,0.01,13713,2629,25,4,0.191716,0.16,0.8346,0.73387,1.0,False
Taylor L4,ADE,25,0.05,13713,2466,25,4,0.179829,0.16,0.8897,0.682359,1.0,False
Taylor L4,ADE,25,0.1,13713,2035,25,3,0.148399,0.12,0.8086,0.739482,1.0,False
Taylor L4,ADE,25,0.2,13713,1148,25,1,0.083716,0.04,0.4778,0.887829,1.0,False
Taylor L4,ADE,25,0.33,13713,528,25,0,0.038504,0.0,0.0,1.0,1.0,False
Taylor L4,ADE,25,0.5,13713,195,25,0,0.01422,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,25,0.01,13713,2570,25,3,0.187413,0.12,0.6403,0.873398,1.0,False
Taylor L4,ADF,25,0.05,13713,2280,25,3,0.166266,0.12,0.7217,0.81017,1.0,False
Taylor L4,ADF,25,0.1,13713,1713,25,2,0.124918,0.08,0.6404,0.837693,1.0,False
Taylor L4,ADF,25,0.2,13713,859,25,0,0.062641,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,25,0.33,13713,460,25,0,0.033545,0.0,0.0,1.0,1.0,False
Taylor L4,ADF,25,0.5,13713,257,25,0,0.018741,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,25,0.01,13713,2315,25,1,0.168818,0.04,0.2369,0.990217,1.0,False
Taylor L4,AVM,25,0.05,13713,2153,25,1,0.157004,0.04,0.2548,0.986073,1.0,False
Taylor L4,AVM,25,0.1,13713,1726,25,1,0.125866,0.04,0.3178,0.965479,1.0,False
Taylor L4,AVM,25,0.2,13713,896,25,1,0.065339,0.04,0.6122,0.815633,1.0,False
Taylor L4,AVM,25,0.33,13713,418,25,0,0.030482,0.0,0.0,1.0,1.0,False
Taylor L4,AVM,25,0.5,13713,191,25,0,0.013928,0.0,0.0,1.0,1.0,False
Taylor L4,CAN,25,0.01,13713,3190,25,10,0.232626,0.4,1.7195,0.046106,0.833397,False
Taylor L4,CAN,25,0.05,13713,3020,25,9,0.220229,0.36,1.6347,0.079092,1.0,False
Taylor L4,CAN,25,0.1,13713,2651,25,9,0.19332,0.36,1.8622,0.038362,0.833397,False
Taylor L4,CAN,25,0.2,13713,1857,25,7,0.135419,0.28,2.0677,0.04342,0.833397,False
Taylor L4,CAN,25,0.33,13713,1127,25,5,0.082185,0.2,2.4335,0.049607,0.833397,False
Taylor L4,CAN,25,0.5,13713,656,25,4,0.047838,0.16,3.3446,0.029489,0.833397,False
Taylor L4,CEP,25,0.01,13713,3108,25,7,0.226646,0.28,1.2354,0.331936,1.0,False
Taylor L4,CEP,25,0.05,13713,2923,25,7,0.213155,0.28,1.3136,0.273193,1.0,False
Taylor L4,CEP,25,0.1,13713,2463,25,6,0.179611,0.24,1.3362,0.285624,1.0,False
Taylor L4,CEP,25,0.2,13713,1444,25,4,0.105302,0.16,1.5194,0.266143,1.0,False
Taylor L4,CEP,25,0.33,13713,673,25,0,0.049078,0.0,0.0,1.0,1.0,False
Taylor L4,CEP,25,0.5,13713,223,25,0,0.016262,0.0,0.0,1.0,1.0,False
Taylor L4,HSN,25,0.01,13713,3492,25,6,0.254649,0.24,0.9425,0.642034,1.0,False
Taylor L4,HSN,25,0.05,13713,3294,25,5,0.24021,0.2,0.8326,0.752591,1.0,False
Taylor L4,HSN,25,0.1,13713,2907,25,3,0.211989,0.12,0.5661,0.923942,1.0,False
Taylor L4,HSN,25,0.2,13713,1951,25,2,0.142274,0.08,0.5623,0.889237,1.0,False
Taylor L4,HSN,25,0.33,13713,1037,25,1,0.075622,0.04,0.5289,0.860213,1.0,False
Taylor L4,HSN,25,0.5,13713,423,25,0,0.030847,0.0,0.0,1.0,1.0,False
Taylor L4,NSM,25,0.01,13713,3921,25,10,0.285933,0.4,1.3989,0.14892,1.0,False
Taylor L4,NSM,25,0.05,13713,3723,25,10,0.271494,0.4,1.4733,0.113286,1.0,False
Taylor L4,NSM,25,0.1,13713,3321,25,9,0.242179,0.36,1.4865,0.128165,1.0,False
Taylor L4,NSM,25,0.2,13713,2336,25,5,0.170349,0.2,1.1741,0.425965,1.0,False
Taylor L4,NSM,25,0.33,13713,1379,25,4,0.100562,0.16,1.5911,0.239404,1.0,False
Taylor L4,NSM,25,0.5,13713,698,25,2,0.050901,0.08,1.5717,0.365986,1.0,False
Taylor L4,PDE,25,0.01,13713,3101,25,4,0.226136,0.16,0.7075,0.849871,1.0,False
Taylor L4,PDE,25,0.05,13713,2895,25,3,0.211114,0.12,0.5684,0.922496,1.0,False
Taylor L4,PDE,25,0.1,13713,2495,25,2,0.181944,0.08,0.4397,0.956831,1.0,False
Taylor L4,PDE,25,0.2,13713,1612,25,1,0.117553,0.04,0.3403,0.956253,1.0,False
Taylor L4,PDE,25,0.33,13713,929,25,1,0.067746,0.04,0.5904,0.827151,1.0,False
Taylor L4,PDE,25,0.5,13713,464,25,0,0.033837,0.0,0.0,1.0,1.0,False
Taylor L4,RIC,25,0.01,13713,2649,25,4,0.193174,0.16,0.8283,0.739781,1.0,False
Taylor L4,RIC,25,0.05,13713,2431,25,4,0.177277,0.16,0.9025,0.670535,1.0,False
Taylor L4,RIC,25,0.1,13713,1973,25,3,0.143878,0.12,0.834,0.718863,1.0,False
Taylor L4,RIC,25,0.2,13713,1053,25,1,0.076788,0.04,0.5209,0.864562,1.0,False
Taylor L4,RIC,25,0.33,13713,406,25,1,0.029607,0.04,1.351,0.528587,1.0,False
Taylor L4,RIC,25,0.5,13713,177,25,1,0.012907,0.04,3.099,0.277526,1.0,False
Taylor L4,RIH,25,0.01,13713,2531,25,4,0.184569,0.16,0.8669,0.703607,1.0,False
Taylor L4,RIH,25,0.05,13713,2371,25,4,0.172902,0.16,0.9254,0.649657,1.0,False
Taylor L4,RIH,25,0.1,13713,2016,25,4,0.147014,0.16,1.0883,0.512073,1.0,False
Taylor L4,RIH,25,0.2,13713,1305,25,4,0.095165,0.16,1.6813,0.209961,1.0,False
Taylor L4,RIH,25,0.33,13713,721,25,1,0.052578,0.04,0.7608,0.741143,1.0,False
Taylor L4,RIH,25,0.5,13713,375,25,0,0.027346,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,25,0.01,13713,2497,25,2,0.18209,0.08,0.4393,0.956988,1.0,False
Taylor L4,RIM,25,0.05,13713,2286,25,2,0.166703,0.08,0.4799,0.937324,1.0,False
Taylor L4,RIM,25,0.1,13713,1805,25,1,0.131627,0.04,0.3039,0.970744,1.0,False
Taylor L4,RIM,25,0.2,13713,831,25,0,0.060599,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,25,0.33,13713,327,25,0,0.023846,0.0,0.0,1.0,1.0,False
Taylor L4,RIM,25,0.5,13713,125,25,0,0.009115,0.0,0.0,1.0,1.0,False
Taylor L4,RIR,25,0.01,13713,3111,25,6,0.226865,0.24,1.0579,0.514916,1.0,False
Taylor L4,RIR,25,0.05,13713,2945,25,6,0.21476,0.24,1.1175,0.455939,1.0,False
Taylor L4,RIR,25,0.1,13713,2631,25,6,0.191862,0.24,1.2509,0.343631,1.0,False
Taylor L4,RIR,25,0.2,13713,1819,25,5,0.132648,0.2,1.5078,0.230652,1.0,False
Taylor L4,RIR,25,0.33,13713,1114,25,1,0.081237,0.04,0.4924,0.879981,1.0,False
Taylor L4,RIR,25,0.5,13713,631,25,1,0.046015,0.04,0.8693,0.692332,1.0,False
Taylor L4,ASI,25,0.01,13713,2794,25,4,0.203748,0.16,0.7853,0.779954,1.0,False
Taylor L4,ASI,25,0.05,13713,2506,25,3,0.182746,0.12,0.6566,0.861181,1.0,False
Taylor L4,ASI,25,0.1,13713,2014,25,2,0.146868,0.08,0.5447,0.900212,1.0,False
Taylor L4,ASI,25,0.2,13713,1129,25,1,0.082331,0.04,0.4858,0.883506,1.0,False
Taylor L4,ASI,25,0.33,13713,589,25,1,0.042952,0.04,0.9313,0.666638,1.0,False
Taylor L4,ASI,25,0.5,13713,320,25,1,0.023336,0.04,1.7141,0.44613,1.0,False
Taylor L4,VC_4_5,25,0.01,13713,2639,25,6,0.192445,0.24,1.2471,0.346451,1.0,False
Taylor L4,VC_4_5,25,0.05,13713,2490,25,6,0.18158,0.24,1.3217,0.294764,1.0,False
Taylor L4,VC_4_5,25,0.1,13713,2123,25,5,0.154817,0.2,1.2919,0.343116,1.0,False
Taylor L4,VC_4_5,25,0.2,13713,1316,25,1,0.095967,0.04,0.4168,0.919907,1.0,False
Taylor L4,VC_4_5,25,0.33,13713,722,25,0,0.052651,0.0,0.0,1.0,1.0,False
Taylor L4,VC_4_5,25,0.5,13713,363,25,0,0.026471,0.0,0.0,1.0,1.0,False
Taylor adult,ADE,1,0.01,14426,5712,30,15,0.395952,0.5,1.2628,0.163476,0.381622,False
Taylor adult,ADE,1,0.05,14426,5462,30,15,0.378622,0.5,1.3206,0.119133,0.381622,False
Taylor adult,ADE,1,0.1,14426,4485,30,13,0.310897,0.433333,1.3938,0.107035,0.381622,False
Taylor adult,ADE,1,0.2,14426,2791,30,5,0.19347,0.166667,0.8615,0.715872,0.812611,False
Taylor adult,ADE,1,0.33,14426,1271,30,3,0.088105,0.1,1.135,0.499867,0.675461,False
Taylor adult,ADE,1,0.5,14426,477,30,2,0.033065,0.066667,2.0162,0.261182,0.535104,False
Taylor adult,ADF,1,0.01,14426,7576,30,14,0.525163,0.466667,0.8886,0.795444,0.882188,False
Taylor adult,ADF,1,0.05,14426,7006,30,12,0.485651,0.4,0.8236,0.86941,0.936287,False
Taylor adult,ADF,1,0.1,14426,5633,30,11,0.390476,0.366667,0.939,0.671027,0.782865,False
Taylor adult,ADF,1,0.2,14426,3590,30,8,0.248856,0.266667,1.0716,0.479913,0.665457,False
Taylor adult,ADF,1,0.33,14426,1962,30,5,0.136004,0.166667,1.2255,0.387647,0.646343,False
Taylor adult,ADF,1,0.5,14426,888,30,2,0.061556,0.066667,1.083,0.55899,0.700823,False
Taylor adult,AVM,1,0.01,14426,5895,30,9,0.408637,0.3,0.7341,0.921182,0.9553,False
Taylor adult,AVM,1,0.05,14426,5702,30,9,0.395259,0.3,0.759,0.897134,0.953915,False
Taylor adult,AVM,1,0.1,14426,4772,30,7,0.330792,0.233333,0.7054,0.911867,0.9553,False
Taylor adult,AVM,1,0.2,14426,2893,30,6,0.200541,0.2,0.9973,0.575547,0.710969,False
Taylor adult,AVM,1,0.33,14426,1409,30,5,0.097671,0.166667,1.7064,0.163552,0.381622,False
Taylor adult,AVM,1,0.5,14426,508,30,2,0.035214,0.066667,1.8932,0.285334,0.570668,False
