mesh,x,y,z,cls,interpolated,y_um,d_nn_um,d_nn_bl,pde_shared_zone
NSMR,-0.0616862140595912,-2.8787999153137207,0.5057408660650253,NSM,False,-330.4862302780151,64.47752456824726,0.561650910873234,False
NSMR,-0.0542246596887707,-2.8786051869392395,0.4848703220486641,NSM,False,-330.4638754606247,64.13026760924606,0.5586260244707846,False
NSMR,0.017815513536334,-2.878522276878357,0.4857430160045624,NSM,False,-330.4543573856354,64.13309002905613,0.5586506100091998,False
NSMR,-0.0632770862430334,-2.878502130508423,0.5073027014732361,NSM,False,-330.4520445823669,64.47079999944172,0.5615923344899105,False
NSMR,0.0258690062910318,-2.878100752830506,0.5188008844852448,NSM,False,-330.40596642494205,64.6467409209517,0.5631249209142134,False
NSMR,0.0230608843266963,-2.877929091453552,0.5180237889289856,NSM,False,-330.3862596988677,64.61269976875668,0.562828395198229,False
NSMR,-0.0605196645483374,-2.8778544664382935,0.496135376393795,NSM,False,-330.3776927471161,64.21071772804791,0.5593268094777692,False
NSMR,0.0217167399823665,-2.8775113821029663,0.5319008678197861,NSM,False,-330.33830666542053,64.86313964086088,0.5650099271851993,False
NSMR,0.0244499966502189,-2.877451777458191,0.5014443695545197,NSM,False,-330.3314640522003,64.25181863837544,0.5596848313447338,False
NSMR,0.0194676034152507,-2.877339720726013,0.5300064831972122,NSM,False,-330.3185999393463,64.80019140971687,0.5644615976456174,False
NSMR,-0.0628680028021335,-2.877285063266754,0.5023875832557678,NSM,False,-330.31232526302335,64.24691307607493,0.5596420999658095,False
NSMR,0.0159706361591815,-2.8771989941596985,0.5356508940458298,NSM,False,-330.3024445295334,64.91558222122624,0.5654667440873367,False
NSMR,0.0245559681206941,-2.8762316703796387,0.5184557288885117,NSM,False,-330.1913957595825,64.42930295344505,0.561230861963807,False
NSMR,0.0171999987214803,-2.87592613697052,0.5370806753635406,NSM,False,-330.1563205242157,64.80598199245735,0.5645120382618236,False
NSMR,0.0163240600377321,-2.875777244567871,0.5344144105911255,NSM,False,-330.1392276763916,64.72652599323303,0.5638199128330403,False
NSMR,0.020657418295741,-2.8756422996520996,0.5310317724943161,NSM,False,-330.123736000061,64.63258500286376,0.5630016115232035,False
NSMR,0.0175534226000309,-2.8745043873786926,0.5358441919088364,NSM,False,-329.9931036710739,64.61670223389395,0.5628632598771249,False
NSMR,0.0112955998629331,-2.870111107826233,0.5346555113792419,NSM,False,-329.4887551784515,64.09486067585789,0.5583176017060791,False
NSMR,0.0130275133997201,-2.8697094917297363,0.53326416015625,NSM,False,-329.44264965057374,64.01757524126738,0.5576443836347333,False
NSMR,0.0128794182091951,-2.869542121887207,0.5362429618835449,NSM,False,-329.42343559265134,64.06945100157193,0.5580962630798949,False
NSMR,0.0146113317459821,-2.8691405057907104,0.534851610660553,NSM,False,-329.37733006477356,63.99229198579554,0.5574241462177312,False
NSMR,0.0108497776091098,-2.8440465331077576,0.5180613994598389,NSM,False,-326.49654200077055,60.78638136643981,0.5294980955264792,False
NSMR,0.0089814476668834,-2.8439345955848694,0.5194530487060547,NSM,False,-326.483691573143,60.80392519851058,0.5296509163633326,False
NSMR,0.0125471577048301,-2.843824326992035,0.5196451544761658,NSM,False,-326.4710327386856,60.795999281510746,0.5295818752744839,False
NSMR,0.0106788277626037,-2.8437123894691467,0.5210368037223816,NSM,False,-326.458182311058,60.81333611734057,0.5297328930081932,False
NSMR,-0.0632770862430334,-2.836464047431946,0.4882763549685478,NSM,False,-325.6260726451874,59.3791541648236,0.5172400188573485,False
NSMR,-0.0648679584264755,-2.8361663222312927,0.4898381903767586,NSM,False,-325.5918937921524,59.36916435214072,0.5171529995831073,False
NSMR,-0.0616862140595912,-2.8361663222312927,0.4898381978273392,NSM,False,-325.5918937921524,59.37022796027762,0.5171622644623486,False
NSMR,-0.0632770862430334,-2.8358685970306396,0.4914000332355499,NSM,False,-325.55771493911743,59.36023600319831,0.5170752265086961,False
NSMR,0.010738082230091,-2.7740960121154785,0.488065205514431,NSM,False,-318.4662221908569,52.288807024716625,0.4554774131072877,False
