mesh,x,y,z
ADFL,0.012976749800145626,-2.667837083339691,0.28167104721069336
ADFL,-0.014064785093069077,-2.682145893573761,0.271544449031353
ADFL,-0.01404673233628273,-2.6833727955818176,0.2684117555618286
ADFL,-0.015311414375901222,-2.6818679571151733,0.2699207663536072
ADFL,-0.012800103053450584,-2.6836507320404053,0.27003543823957443
ADFL,-0.01794482208788395,-2.6997439861297607,0.29117343574762344
ADFL,-0.017940235324203968,-2.7024214267730713,0.2887609601020813
ADFL,-0.01974394451826811,-2.7009745836257935,0.28984377533197403
ADFL,-0.01614111289381981,-2.7011908292770386,0.2900906205177307
ADFL,-0.01772376149892807,-2.718801498413086,0.33271896094083786
ADFL,-0.01771663874387741,-2.721889555454254,0.3317388743162155
ADFL,-0.019318445585668087,-2.7202215790748596,0.3321342095732689
ADFL,-0.016121954657137394,-2.7204694747924805,0.3323236256837845
ADFL,-0.007560195866972208,-2.751792073249817,0.5312732756137848
