mesh,vid,x,y,z
ADFL,29,0.00658351369202137,-2.751636266708374,0.5297076106071472
ADFL,30,0.00534353032708168,-2.7543632984161377,0.5265632271766663
ADFL,31,0.00534353032708168,-2.751312732696533,0.5269168615341187
ADFL,32,0.028082560747861862,-2.7482900619506836,0.5099838376045227
ADFL,33,0.02797769196331501,-2.751340627670288,0.5096461176872253
ADFL,34,0.030094396322965622,-2.7486135959625244,0.5122813582420349
ADFL,35,0.029989533126354218,-2.751664161682129,0.5119436383247375
ADFL,36,0.045556966215372086,-2.7481610774993896,0.4856623411178589
ADFL,37,0.045772235840559006,-2.7453386783599854,0.4859086871147156
ADFL,38,0.042994167655706406,-2.747861623764038,0.4844731092453003
ADFL,39,0.04320944845676422,-2.745039463043213,0.484719455242157
ADFL,40,0.04858521372079849,-2.7404842376708984,0.4549356698989868
ADFL,41,0.048281118273735046,-2.7433063983917236,0.4548150897026062
ADFL,42,0.05140816047787666,-2.740783452987671,0.45482107996940613
ADFL,43,0.051104068756103516,-2.743605613708496,0.4547004699707031
ADFL,44,0.045724496245384216,-2.739388942718506,0.42390409111976624
ADFL,45,0.04604661464691162,-2.7365667819976807,0.4238469898700714
ADFL,46,0.0433824248611927,-2.7390897274017334,0.42548424005508423
ADFL,47,0.04370453953742981,-2.736267566680908,0.4254271388053894
ADFL,48,0.028424054384231567,-2.7327401638031006,0.39977267384529114
ADFL,49,0.02815486490726471,-2.735548257827759,0.39943599700927734
ADFL,50,0.029896726831793785,-2.732590436935425,0.39734765887260437
ADFL,51,0.02962753176689148,-2.735398769378662,0.3970109820365906
ADFL,52,0.006568962708115578,-2.732874631881714,0.3796241879463196
ADFL,53,0.006914157420396805,-2.7300665378570557,0.37988242506980896
ADFL,54,0.005753189325332642,-2.7330243587493896,0.38234153389930725
ADFL,55,0.006098367273807526,-2.7302160263061523,0.38259974122047424
ADFL,56,-0.011942144483327866,-2.7294082641601562,0.37614694237709045
ADFL,57,-0.011820290237665176,-2.7322452068328857,0.3760616183280945
ADFL,58,-0.0096181221306324,-2.729259729385376,0.37451958656311035
ADFL,59,-0.009496252983808517,-2.7320966720581055,0.3744342625141144
ADFL,60,0.08103986084461212,-2.9656975269317627,0.5255146026611328
ADFL,61,0.08103986084461212,-2.9656975269317627,0.5295325517654419
