,gene_name,ADA,ADE,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,ALM,ALN,AQR,AS,ASEL,ASER,ASG,ASH,ASI,ASJ,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVG,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC_OFF,AWC_ON,BAG,BDU,CAN,CEP,DA,DA1,DA9,DB,DB01,DB02,DD,DVA,DVB,DVC,FLP,HSN,I1,I2,I3,I4,I5,I6,IL1,IL2_DV,IL2_LR,LUA,M1,M2,M3,M4,M5,MC,MI,NSM,OLL,OLQ,PDA,PDB,PDE,PHA,PHB,PHC,PLM,PLN,PQR,PVC,PVD,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD_DV,RMD_LR,RME_DV,RME_LR,RMF,RMG,RMH,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,URA,URB,URX,URY,VA,VA1,VA12,VB,VB01,VB02,VC,VC_4_5,VD
WBGene000179262,cox-6C,114.8718757,235.6054538,38.39841747,48.81445486,104.9570479,106.1924984,68.01076124,83.19898688,99.03142344,85.99678127,304.616159,145.1108214,173.993055,176.8033946,241.8359172,168.9845072,81.85570872,225.6300656,132.9452586,36.3865262,86.40334891,25.39799408,40.2119051,93.44563776,122.5934796,100.3496984,109.9138602,126.4265999,69.96562416,196.6107039,49.65202652,85.85596975,49.79000578,136.5701186,142.406231,64.32336346,76.47320969,119.674781,98.65888784,187.5875807,95.45834422,113.7205232,382.2310934,295.7700274,235.5517888,459.2800422,264.3938756,410.7824336,343.1715993,139.2306188,63.69070198,102.6904273,121.0990204,349.05268,299.2398482,334.4671483,1255.343714,455.747475,300.2026048,168.4829109,66.34940557,126.4459796,274.3910975,214.7598925,24.91347065,140.7930714,288.1770023,181.6684,90.05117546,181.130131,420.9964079,217.1305731,285.1031718,81.0241452,86.07067276,215.0688607,355.0473179,112.0389453,149.7189974,53.78223357,177.9944616,108.5029375,122.1024201,175.8654615,164.7402943,116.4195258,184.540279,0,103.3208054,41.12102662,127.6955377,109.9609454,378.0257631,230.677586,156.0100224,104.2127991,192.9885556,74.29993282,160.6095077,214.310734,121.9569948,102.7796189,155.4317865,42.0297017,53.63658711,107.852194,161.0085068,217.1473526,303.246401,109.694179,76.45209932,169.8682178,147.0444747,146.5018902,41.56388565,96.00830583,95.14702961,156.193562,166.0706305,281.8848108,124.9497598,185.2273942,68.21018258,201.3648228,598.0266857,261.102347,236.8442386,357.222193,238.3818513,73.95827731,55.11262201,139.0697614
WBGene000008972,daf-1,17.9716982,21.63340433,41.96790421,13.796171,25.96897069,6.990271157,4.038716376,50.15966235,36.32502936,15.13521398,32.03882836,19.14479312,9.886727768,0,12.55232957,35.04566449,21.47780731,23.92971149,33.50930727,9.581430235,12.97433234,13.60525123,24.52455894,47.9042255,64.36781837,0,17.2862518,17.13840171,5.996914116,22.54278806,7.561635611,12.29184631,1.698169953,7.278729148,24.3217756,5.972603265,28.05202374,27.04440653,40.8371481,25.14778643,63.38920454,18.86793433,23.43926186,23.73381634,0,0,17.43856723,16.97747187,24.25877307,19.48969216,0,9.098121478,11.03140548,0,32.68972886,38.49492432,0,125.9773326,44.54948211,29.23875712,26.31532439,45.74047263,23.63584786,30.71472756,71.52645493,14.96816289,80.723687,0,0,16.98079658,6.842153671,12.08039227,52.95282124,31.18957021,0,0,36.29392815,4.437974695,4.241498555,113.9656125,0,5.94367324,16.60438583,13.15137521,8.095579179,0,15.83815901,97.47365996,3.241105186,5.519211967,9.686320591,26.3196879,138.049924,13.27073142,27.38782386,11.34775603,1.266050747,38.78545394,15.23774507,27.45509239,13.19406444,43.99826577,30.46592565,0,16.47022262,39.37925579,58.00231267,23.05070826,0,11.04433165,5.568277515,11.05996418,19.96257364,41.18461334,26.74801046,5.602143964,18.40100093,10.66577849,31.25406859,18.54707314,14.69236988,25.0120677,32.6100984,24.10092237,0,21.43951426,29.79813736,30.13216462,17.78809386,3.911802905,11.98814092,43.27099728
WBGene000213952,pnc-1,23.88564616,381.868192,205.8148452,232.0326877,238.9920585,16.72048942,80.30076635,23.80717628,80.86064831,45.32284664,104.7795594,0,0,0,98.2891506,0,361.1795585,458.9371013,180.3218504,530.0931685,332.0001958,231.2356136,482.7239675,128.7005833,97.3210793,39.18110718,0,64.14156289,0,26.60665677,0,0,0,22.07223107,0,290.7733486,306.022877,306.6226089,300.7714574,163.4728886,0,8.71267999,451.7446732,45.28711291,112.7558927,46.32208753,29.23567487,59.99149672,66.14093745,64.11750556,0,0,0,35.75274083,0,297.9545501,2093.088993,225.3432618,241.5957279,81.25005233,136.4996561,312.0820586,411.8909225,425.6427358,0,354.851916,54.07049231,306.5555782,0,63.13866237,198.6535503,164.5669261,421.8304952,836.9532377,2942.308089,66.6000666,0,638.5490201,1044.673937,678.5674446,193.2670009,0,0,164.4194925,0,0,0,0,32.77259714,0,0,11.15310582,0,207.4951198,49.09253581,49.76294031,10.51543084,30.90857808,0,32.16199651,51.17046881,154.2553345,127.2179782,20.3111708,0,546.4026248,171.2302101,97.03762296,90.67797965,96.77011346,0,22.32391783,0,19.22834122,0,53.18564546,42.30852753,45.57630835,185.062429,30.27307217,79.85064764,67.73177198,83.59204662,26.09430325,57.39722851,0,0,79.02478547,35.35107192,0,0,74.51135352
WBGene000214022,Y38C1AA.12,9.732050332,41.05086254,12.21971114,8.653141155,7.29304314,0,9.607610489,19.37927531,13.83792474,2.327233908,12.49340554,16.68892941,11.56460001,0,9.156029055,45.82938187,16.64048015,11.8030719,14.48698553,6.947889636,15.64886802,21.0276797,7.147264924,41.44512432,39.61244056,14.44167538,16.93922895,15.50723433,21.90451507,22.7730752,4.728711418,19.83139635,7.344947386,23.36352829,0,15.89984761,9.070207956,24.46756103,9.610001592,0,14.65100921,31.59413299,16.45552202,18.12061205,0,0,24.17030135,23.69125914,21.69845591,0,7.165672984,16.14632014,42.96512481,12.9041387,16.00923506,38.34994926,0,0,43.01811622,12.68230179,0,135.9462623,26.29244121,7.63005283,41.49303049,11.3033284,37.51007302,0,81.87216237,19.27972461,8.267933728,8.696001721,32.49470992,0,0,23.88116731,49.258582,45.78604008,36.2226254,0,82.20537917,4.849384217,15.90145907,13.02440531,34.90367588,244.50937,0,0,51.29891053,12.33820561,29.57577534,53.95327162,16.86165698,28.13021981,17.3690726,12.41090299,4.872496731,17.32269869,17.81753857,13.88794727,29.55732906,29.76510023,0,3.905001259,27.06412338,45.3934867,34.15645918,32.6498732,0,21.86637508,16.52712156,0,0,32.35129699,0,29.31319503,19.8974063,42.03265585,23.21315834,29.92771135,60.13468193,12.36958636,0,28.21189802,0,0,23.75479831,30.02689496,23.82206653,41.32581363,6.254017394,18.2810327
WBGene000008152,csn-3,12.80909926,12.74338936,6.027061993,5.256620452,8.380281548,0,5.365690747,13.15528444,15.2961892,5.15452229,17.66449992,18.16598113,6.845662504,0,9.153343675,17.36143719,0,5.745093035,11.52564619,17.95995227,12.99918821,6.718831279,9.667246557,20.98238007,7.730424719,16.62994486,18.76573267,24.16918494,31.16209117,61.80452735,7.843526084,11.31750931,3.106400284,7.792439744,12.16596448,4.483036926,61.50865943,3.567160008,4.137821657,5.878073499,15.61291229,9.79012241,39.15961746,24.38854632,0,0,31.30716918,38.3586081,25.29259528,0,20.47076258,18.98111116,14.9898061,14.32985417,25.48504094,15.93528098,0,0,30.60207008,23.32620038,0,0,13.22091633,14.70982262,9.750239146,8.849271465,33.06117946,50.47576637,0,17.72216325,46.43034411,15.75800653,28.99975094,33.346672,16.48993351,0,26.21679869,58.97037659,12.76681803,10.64562477,23.59686033,5.6156951,7.575164418,0,11.88937778,19.38867282,6.743066857,0,206.8868004,4.463298564,0,538.4374032,0,23.31024626,0,7.321827568,13.23236723,1.125948018,24.52450433,0,14.25870606,22.42085652,35.20103437,4.297850964,22.81073373,7.587685754,0,2.755261171,0,23.80884572,63.59559057,11.15985187,13.78043965,0,7.776533532,18.99038765,8.612111459,27.78156268,15.50555465,14.98791667,10.17095096,7.454173731,0,11.86390741,0,20.52975104,31.56780248,32.21399479,17.44699688,10.10681972,8.077676502,17.48668601
WBGene001950632,coa-1,36.56322777,29.3588467,15.91988671,10.07058279,4.689989347,7.411637372,28.82036042,10.42107398,86.24326172,29.06069818,46.91621398,11.80715707,11.96589674,159.4387755,3.820589977,19.67115565,13.52786591,0,5.933883965,14.15318879,12.80098405,37.10960061,3.419357765,35.81985585,54.6461738,71.21914601,54.77474597,49.80808916,22.21863753,8.460973114,49.68001519,31.72474081,27.16502535,27.92136337,21.994959,18.51975542,14.52505366,0,0,18.25162134,5.435672464,36.21310039,16.99033649,19.19640697,0,0,9.802691179,9.250269462,12.75160364,48.53325053,7.140705482,22.64508803,17.23103584,3.895704074,80.55160803,22.03860035,0,0,38.12976122,34.50831748,0,0,31.00716748,17.94089707,77.58628121,5.445993655,34.56130609,19.17374575,0,48.42830899,7.397937902,11.25673084,51.57201117,122.2921431,0,26.46973186,9.030448208,10.8858339,10.43054545,32.58630351,66.68280111,0,15.76890827,82.11363576,23.61290853,4.321290059,3.461225334,102.7303288,8.613114813,0,25.74266229,14.9719235,14.34960456,63.27286109,14.35990437,24.20157445,9.311497446,26.4518648,12.17119884,9.060025136,26.38505525,0,46.18506149,3.643658591,12.80595029,37.26244556,15.81863367,159.5888782,15.22367348,13.75666252,7.474134428,55.10284847,0,105.3932217,22.11262608,32.62101243,63.21319863,27.95346402,21.26178697,58.66557922,24.02010298,7.254049607,157.5044685,24.6589749,0,41.3915966,14.93685258,13.99676458,25.34136874,49.26823781,18.16341123,47.13251254
WBGene000213942,Y38C1AA.1,37.98675229,40.21957118,27.37081922,14.97780873,13.06477638,53.96371518,27.05750222,14.99856001,71.60996924,17.42720681,36.6073709,44.27209853,31.27781975,65.77216522,70.73840446,66.2395382,15.65069726,22.21612493,47.73764464,6.246541157,21.42796098,43.51759,19.90318657,29.11862686,61.97531267,146.6264872,42.79077525,38.78074029,12.9723156,19.87143909,26.09961126,44.46541067,21.40968711,48.05149374,39.00516311,25.89727357,32.6893156,23.62308583,36.35008246,49.9029027,44.11689796,30.36289154,35.3888154,92.31628048,108.1662027,190.7660582,60.75327381,69.63023538,66.08906549,46.30656292,0,42.71385011,26.28443939,64.41441661,175.8001207,7.888390814,74.22251911,78.00660879,59.60830198,34.55976648,0,45.74047263,32.60404943,83.80836353,68.56466189,5.314342784,76.39949754,13.61987747,0,63.19531378,48.56336188,41.3270269,68.87206726,144.8855404,11.12685233,0,66.75392012,75.3044416,15.3012456,27.74265967,63.16608568,20.81417081,55.53525565,5.457514371,40.62253604,114.438855,33.69360161,97.47365996,11.14655107,13.25927591,48.78287603,10.75609829,39.60883979,43.73506869,0,37.66638701,16.16677202,17.645526,37.21860729,18.28224019,30.12468491,63.75281163,33.44763171,16.77936806,32.10378489,35.43510088,39.35104307,41.94007468,0,55.62831089,5.929577965,47.00097324,82.06215604,101.8499445,54.81324754,59.88126112,35.78157563,48.21854166,26.84430958,86.92301752,35.80145021,17.24456617,24.19876349,58.77921756,0,14.32494919,47.67021789,21.53156266,62.80255913,72.80714691,79.20007789,22.15496529
WBGene000214012,prdx-6,12.4793444,10.82227335,8.820482775,2.837772078,0,0,7.235329629,4.364107324,21.70524054,6.560565021,5.82300924,0,1.901941914,0,3.594130533,16.74095656,0,6.652205661,9.045572326,0,5.441318483,0,5.240050585,24.58941845,23.13908806,14.98164887,15.67046421,10.12761016,13.58729145,0,8.519817425,19.50889532,6.509273377,50.31413411,0,8.236946932,0,13.70247703,11.3771256,0,3.380805001,21.22433888,0,5.040102814,0,21.95293291,0,7.82132854,7.817801412,23.34443469,0,15.43645582,1.599451482,0,31.19282419,0,99.26763432,86.06109272,72.88892505,7.817465002,0,0,5.679399138,48.06068159,0,2.047321817,7.952214994,0,0,0,0,7.061475995,13.29955482,0,34.31046684,0,0,0,22.45200004,8.047701664,12.25494175,0,12.25561369,8.991675659,7.886814728,0,0,0,4.595881701,9.265033913,0,0,8.545460261,28.34435588,12.72327086,13.61606836,2.215882457,0,9.744471493,66.11302576,24.60744686,56.69542902,0,7.236008371,7.649448732,0,9.53175068,0,0,0,0,4.632496409,150.7621233,6.623787851,3.001344602,29.1312164,9.957776859,3.393648297,0,13.24092102,8.361634529,10.65246259,28.76456793,0,0,0,0,5.958825817,6.166111924,24.47726449,47.41396137,23.97671946
WBGene000198212,gtf-2H1,22.7353021,18.7017625,28.44343594,14.45083575,26.99229079,5.582429111,27.96115837,29.27799643,29.38472106,25.09157473,31.6138317,106.5495614,21.34121246,0,19.45029048,21.03993356,14.16429303,13.66572473,17.58702118,42.19645172,42.5781023,21.46744144,30.89658756,58.96978048,54.77450324,82.8220386,32.78526766,41.09008932,14.08727265,44.59263121,26.28951003,35.42263034,18.77109457,43.99379098,24.3182765,21.03091186,38.69534123,69.86791529,45.48191531,32.27306512,42.22794549,37.15884678,37.24422638,34.47205665,0,21.30833156,19.48950823,35.73149476,19.66407633,21.82173286,31.41970371,116.016507,36.47454458,54.23654685,39.82105484,7.385477646,0,0,51.34552544,19.24236175,99.22555863,0,23.58015211,37.12819337,0,15.66586767,53.46427211,0,0,17.17589462,37.44090295,28.75453178,53.87157766,119.1231289,0,0,16.47839983,3.064102178,41.71310199,66.70881268,126.565831,17.88836448,26.53179616,50.80450077,44.53008966,227.2024759,3.049602187,0,22.53480852,26.11640837,15.26393816,5.028181387,105.3959601,56.98581694,42.76070612,57.73163427,27.89299955,49.22805995,32.24839749,29.0218193,37.49786924,34.2343345,42.67697199,8.982681467,51.72012817,50.91772111,38.07352421,68.60359627,69.19967918,69.99747144,18.87780042,30.71566832,39.42365293,53.55423311,31.03196833,53.80273955,39.87590675,38.2180634,51.06407629,31.96724066,9.833121318,32.21512598,133.9199735,25.20919171,89.66194277,10.29372102,25.16676308,34.31416467,26.42711564,56.26355051,39.43647303,51.39740751
WBGene000198222,ints-13,16.29206317,32.15471876,15.83960727,16.33572923,0,37.05537217,12.23189214,11.2085331,21.8731939,13.27652964,23.09122434,71.21689977,10.48116046,0,2.424676258,49.13853371,10.37937699,9.399258404,19.32584736,9.413378546,26.65998605,20.63945382,17.00149112,15.86801033,22.06058675,12.22297635,19.16245251,9.856978842,35.88471625,17.85149907,10.33912601,23.31963221,12.46374305,18.85327774,4.231246273,16.02852356,0,6.925091976,9.732733514,12.09473545,6.591284006,17.70817504,23.70831638,29.8124811,52.79552294,28.53229856,38.83208219,32.77272618,24.06307341,96.47123942,0,61.70865159,10.16549902,42.87004158,47.226754,6.638845328,0,0,8.739996889,13.08766194,0,147.2970388,23.4335267,3.259537955,0,30.52310896,25.23349854,99.91634474,0,8.217515526,10.38140367,14.47301151,56.1588383,0,94.62199943,80.84727949,31.42607946,113.0486001,13.3171022,21.30852067,72.93679584,13.42944901,28.56804856,17.81517783,89.23621193,3.494665466,18.67677987,0,4.747613678,3.739342411,0,28.46470645,15.86157718,32.80618512,61.93413216,14.23727525,22.03098486,12.89021275,18.71316895,25.39823494,35.37193818,25.2444793,0,0,31.4401627,26.9176739,21.99764957,14.22272792,148.2343971,13.88570628,15.20189949,12.08824262,17.94149603,86.37574793,8.141147234,15.88136216,28.10816429,21.12927143,20.9609369,22.87833594,14.0035403,23.33760711,35.14748358,14.06160377,0,10.29372102,30.40157904,26.77780971,22.93977982,16.00717107,52.15183802,62.83342607
WBGene000198232,fnta-1,3.331199912,1.752493659,14.96980146,6.082070407,6.736158635,6.610084875,7.136484073,13.28743418,16.98160514,0,21.41944615,5.446458142,13.8224817,0,7.19787851,38.92997732,4.336927085,61.49405633,17.97765283,5.423831699,16.47279222,5.724822631,12.48446854,3.206433645,4.537290547,20.26552392,13.57532512,14.18308491,12.80550496,35.32503521,10.88346821,12.29365368,4.558856821,8.901821952,22.94204825,12.02406646,24.27510718,7.134320015,15.94203247,33.84421594,0,29.11941844,22.20681174,48.23777755,108.1662027,0,78.77401626,59.47654872,51.72183229,20.64328022,21.54409959,104.9354858,7.578511944,28.99338796,14.39262613,32.72050887,43.62430746,0,29.76170467,7.271762919,0,0,21.0296014,15.26968784,0,16.70292854,24.03622354,56.06783378,40.61698283,14.80143973,47.06738283,16.60065029,46.64050239,72.80139779,13.62211899,16.5689101,35.19202997,16.69143799,5.068104534,0,21.44472213,24.42962671,11.86369567,0,34.44040305,38.21073499,0,0,0,0,27.18235563,0,30.02054328,14.38960362,12.83991073,14.42138211,7.782615821,1.819803688,20.55408392,4.404600047,12.61655367,12.24901244,6.876565824,0,5.687533858,22.66865551,14.32217697,7.434130569,0,9.315995212,6.02816074,0,24.69697375,37.64154701,0,11.04463212,52.28931927,26.97137781,13.99861883,19.78503865,5.800183756,25.27320034,39.46982784,47.28563019,57.39722851,23.03832799,54.62680336,39.00854982,49.58091784,34.0739661,0,15.07762947
WBGene000198202,cogc-8,24.43353473,9.892036058,25.16173204,6.130922889,9.022907646,54.150967,7.372746754,11.9080104,31.53152804,24.81833535,10.29034157,7.405947618,22.79300008,0,11.40006574,25.78945523,4.478548983,10.52119972,21.9332037,4.939787527,6.898757423,12.03021071,14.39658735,31.87975542,12.94202462,7.454683567,17.36892098,12.33144467,10.2144095,34.97043193,38.65699899,24.10339271,3.627344019,26.83035791,0,7.197657431,13.88864786,25.76584802,0,0,14.65037111,82.42039362,0,26.76857288,25.50044626,47.25004725,28.68028177,24.48445181,44.69891678,33.44946985,14.85966018,36.64292471,22.09199058,17.81491883,31.67608582,0,0,0,14.00985909,36.48298035,45.95810214,0,35.91317011,18.94210626,0,14.51484732,28.53640938,33.21462346,0,23.64559667,18.33787677,16.45717723,14.08115624,0,0,39.81525721,14.89468479,21.71676911,0,34.23138272,26.89575634,10.61199196,36.28058425,10.36848521,78.4542478,76.02087961,0,0,9.686908251,13.54220255,38.7290952,0,0,36.83863101,28.54410143,21.08369867,15.03611203,21.38619695,14.72015071,0,23.60794463,0,45.78963414,14.11066377,0,41.0584723,12.87477626,33.96164315,301.6478062,17.0748378,142.9616587,0,0,34.19260649,0,24.5335228,0,20.3150546,17.73258068,30.13519417,0,27.25766455,94.81250468,34.98718384,0,39.95190621,31.32283954,27.3473743,45.06433099,26.59638166,10.49924976,32.96802977
WBGene000206472,pqbp-1.1,31.89547146,0,9.860746784,6.297709906,1.714452807,21.94199374,4.15250335,8.757954897,10.86902524,5.430129682,25.96084993,11.0050214,5.816029913,59.72288581,0,6.903302443,0,24.87860203,38.81012365,2.233125535,22.02046924,8.443675387,11.71401603,15.78338389,15.73440711,2.206075922,14.39442955,19.80797273,9.646136767,7.561862152,8.362784329,12.19959555,7.303039531,47.05311824,3.759177974,5.834963139,5.124815709,12.02378934,5.775699834,94.4311709,9.491535023,20.85279605,24.27054959,19.85604868,0,262.0401681,26.56041132,19.45340077,27.06054857,0,0,8.021620229,15.46912266,44.20166878,24.83112805,55.57268695,0,0,48.42621768,12.05267122,0,27.24195605,30.13943676,7.609057779,45.89158495,11.88592357,17.44886392,39.08794103,0,11.45157527,19.7818035,25.93289586,27.73343734,0,0,50.87505088,5.745813996,10.68145761,4.311500782,2.457452675,13.76656452,10.92519686,43.12102366,0,9.911382916,40.82635103,1.775523421,105.6608295,20.7912439,6.584042128,0,4.71424598,6.954462861,13.902655,79.12179076,11.87770934,12.56404092,0,25.05715757,56.57140671,13.33575877,6.249889813,22.44938011,14.05407347,61.87429253,24.84908435,23.27777373,46.95932144,0,8.472600981,15.72805964,17.76341346,0,164.3897951,0,15.81780195,14.19770535,11.17599735,16.68077025,13.40398659,0,8.744727138,26.11601028,19.54173479,0,23.33180987,15.26493804,22.19242227,17.47519196,24.5482785,35.97378012,16.63614153
WBGene000044932,rps-24,1298.916386,1155.010445,244.4670339,466.9165893,112.5024547,394.7759217,388.2663267,420.4022909,438.0611792,333.800731,770.440518,423.7089991,218.6535367,0,503.8666507,451.3289559,354.1052915,389.6695173,636.1871997,558.0584773,461.7598195,439.8019078,310.1428742,790.2053042,443.8859075,454.1631086,1008.128229,317.9811291,1028.855042,924.152877,707.5859454,660.4441244,406.1368261,686.0303143,248.6177896,465.2929432,307.1640758,571.4403591,649.6357457,362.015145,407.9838073,1436.797033,910.8326512,730.6505429,948.7302137,488.6154382,444.8130099,650.1444374,718.2096375,192.336628,470.5887537,760.6251281,737.115677,318.2846535,819.0079745,469.6800636,1069.684316,1048.580487,1318.474453,565.0767173,248.680382,1040.357109,740.865644,744.773063,147.8646979,742.1690138,1475.428168,533.9311998,1256.531251,656.0754473,948.6433024,848.0826088,1201.897609,248.9317365,557.7249125,186.038785,770.5080125,201.5471952,728.8788895,753.5185337,646.4666529,137.4586339,351.7600523,233.8935759,863.9775975,570.1322929,501.8990395,468.4728439,381.6405824,418.3520443,702.4864018,980.2696527,419.4298644,350.2239829,299.1632199,567.2492587,819.9963814,290.300365,1599.958527,1313.048203,276.8939296,423.0318383,429.2949684,101.8260279,207.9693678,369.2373907,395.7167419,548.1054024,137.4508488,424.9280281,555.6372347,188.8503964,362.5220565,340.7882646,441.3792261,145.6876557,306.8280197,403.4581484,317.6442708,718.3845831,1080.365452,823.3385262,693.3106089,384.4638253,445.4978578,312.9541341,398.7851442,474.68874,466.3991409,439.719025,195.7554876,310.336702
